Pressure, Turbidity, PH, Temperature, Salinity
Pressure, Turbidity, PH, Temperature, Salinity
Pressure, Turbidity, PH, Temperature, Salinity
3.23,1.97,0.02,0.88,1.32,15304
3.20,1.97,0.02,0.88,1.33,15416
3.21,1.97,0.02,0.88,1.32,15504
3.21,1.97,0.02,0.88,1.33,15601
3.22,1.97,0.02,0.88,1.32,15704
3.21,1.97,0.02,0.89,1.33,15801
3.21,1.97,0.02,0.88,1.32,15904
3.25,1.96,0.02,0.89,1.33,16001
3.21,1.97,0.02,0.88,1.32,16104
3.22,1.97,0.02,0.87,1.25,16217
3.21,1.97,0.02,0.89,1.35,16294
3.21,1.96,0.02,0.89,1.34,16393
3.23,1.97,0.02,0.89,1.34,16494
3.21,1.97,0.02,0.89,1.35,16593
3.22,1.97,0.02,0.88,1.34,16694
3.21,1.95,0.02,0.88,1.35,16793
3.23,1.96,0.02,0.88,1.35,16894
3.23,1.97,0.02,0.88,1.35,16993
3.22,1.98,0.02,0.88,1.34,17094
3.23,1.95,0.02,0.87,1.32,17202
3.23,1.98,0.02,0.87,1.33,17294
3.22,1.96,0.02,0.87,1.34,17393
3.22,1.96,0.02,0.87,1.34,17494
3.23,1.96,0.02,0.88,1.34,17593
3.22,1.97,0.02,0.87,1.33,17694
3.21,1.96,0.02,0.88,1.34,17793
3.21,1.96,0.02,0.88,1.34,17894
3.21,1.97,0.02,0.87,1.33,17993
3.23,1.96,0.02,0.87,1.33,18094
3.23,1.97,0.02,0.87,1.34,18193
3.21,1.97,0.02,0.87,1.34,18294
3.23,1.95,0.02,0.87,1.33,18393
3.22,1.96,0.02,0.87,1.33,18494
3.21,1.93,0.02,0.87,1.33,18593
3.21,1.97,0.02,0.87,1.34,18694
3.21,1.97,0.02,0.87,1.33,18793
3.20,1.96,0.02,0.88,1.33,18894
3.21,1.97,0.02,0.87,1.34,18993
3.22,1.98,0.02,0.88,1.34,19094
3.21,1.94,0.02,0.88,1.33,19193
3.22,1.97,0.02,0.88,1.33,19294
3.21,1.96,0.02,0.88,1.34,19393
3.23,1.97,0.02,0.88,1.33,19494
3.22,1.99,0.02,0.88,1.34,19593
3.23,2.01,0.02,0.88,1.34,19694
3.21,1.96,0.02,0.88,1.34,19793
3.21,1.95,0.02,0.87,1.33,19894
3.23,1.97,0.02,0.87,1.34,19993
3.20,1.97,0.03,0.87,1.33,20094
3.23,1.97,0.02,0.87,1.33,20193
3.21,1.97,0.02,0.87,1.34,20294
3.21,1.96,0.02,0.87,1.32,20399
3.23,1.97,0.02,0.88,1.34,20494
3.22,1.97,0.02,0.88,1.34,20593
3.23,1.97,0.02,0.87,1.33,20694
3.23,1.97,0.02,0.87,1.33,20793
3.24,1.97,0.02,0.87,1.33,20894
3.22,1.97,0.02,0.88,1.34,20993
3.23,1.97,0.02,0.87,1.33,21094
3.21,1.97,0.02,0.87,1.33,21193
3.24,1.97,0.02,0.87,1.33,21294
3.23,1.97,0.02,0.88,1.33,21393
3.21,1.98,0.02,0.88,1.33,21494
3.22,1.97,0.02,0.87,1.34,21593
3.23,1.97,0.02,0.87,1.34,21694
3.22,1.97,0.02,0.87,1.34,21793
3.22,1.97,0.02,0.88,1.34,21894
3.23,1.97,0.02,0.88,1.33,21993
3.22,1.96,0.02,0.87,1.34,22094
3.21,1.97,0.02,0.87,1.33,22215
3.21,1.97,0.02,0.87,1.33,22294
3.21,1.97,0.02,0.88,1.33,22393
3.24,1.97,0.02,0.87,1.33,22494
3.22,1.97,0.02,0.88,1.34,22593
3.22,1.96,0.02,0.87,1.33,22694
3.22,1.96,0.02,0.88,1.34,22793
3.22,1.97,0.02,0.87,1.33,22894
3.22,1.97,0.02,0.87,1.33,22993
3.22,1.97,0.02,0.87,1.34,23094
3.21,1.97,0.02,0.88,1.33,23193
3.22,1.97,0.02,0.87,1.33,23294
3.21,1.97,0.02,0.88,1.33,23393
3.22,1.97,0.02,0.87,1.34,23494
3.21,1.97,0.03,0.87,1.32,23599
3.21,1.97,0.02,0.87,1.33,23694
3.21,1.97,0.02,0.87,1.33,23793
3.21,1.97,0.02,0.87,1.33,23894
3.22,1.97,0.02,0.87,1.33,23993
3.22,1.97,0.02,0.87,1.33,24094
3.22,1.96,0.02,0.87,1.34,24193
3.21,1.97,0.02,0.87,1.33,24302
3.21,1.97,0.02,0.87,1.34,24393
3.20,1.96,0.02,0.86,1.32,24494
3.22,1.97,0.02,0.87,1.33,24593
3.22,1.97,0.02,0.87,1.33,24694
3.22,1.97,0.02,0.86,1.33,24793
3.20,1.97,0.02,0.86,1.33,24894
3.21,1.96,0.02,0.86,1.33,24993
3.22,1.96,0.02,0.86,1.33,25094
3.23,1.97,0.02,0.86,1.33,25193
3.22,1.97,0.02,0.86,1.33,25294
3.23,1.97,0.02,0.86,1.33,25393
3.21,1.98,0.02,0.86,1.32,25494
3.23,1.97,0.02,0.86,1.33,25593
3.22,1.99,0.02,0.86,1.33,25694
3.21,1.96,0.02,0.86,1.33,25793
3.21,1.98,0.02,0.86,1.33,25894
3.22,1.97,0.02,0.86,1.33,25993
3.21,1.97,0.02,0.86,1.33,26094
3.21,1.98,0.02,0.86,1.33,26193
3.22,1.97,0.02,0.86,1.32,26294
3.20,1.97,0.02,0.86,1.33,26401
3.21,1.97,0.02,0.86,1.33,26494
3.22,1.98,0.02,0.86,1.33,26593
3.21,1.97,0.02,0.86,1.32,26694
3.21,1.97,0.02,0.86,1.31,26799
3.22,1.97,0.02,0.86,1.33,26894
3.22,1.97,0.02,0.86,1.33,26993
3.21,1.97,0.02,0.86,1.33,27094
3.21,1.97,0.02,0.86,1.33,27193
3.21,1.98,0.02,0.86,1.32,27294
3.21,1.97,0.02,0.86,1.32,27393
3.20,1.97,0.02,0.86,1.32,27494
3.22,1.97,0.02,0.86,1.32,27593
3.21,1.97,0.02,0.86,1.32,27694
3.23,1.97,0.02,0.86,1.32,27793
3.21,1.98,0.02,0.86,1.32,27894
3.22,1.97,0.02,0.87,1.32,27993
3.22,1.97,0.02,0.87,1.32,28094
3.23,1.98,0.02,0.87,1.33,28193
3.22,1.97,0.02,0.86,1.32,28294
3.23,1.97,0.02,0.86,1.32,28393
3.22,1.97,0.02,0.86,1.32,28494
3.22,1.97,0.02,0.86,1.32,28593
3.21,1.98,0.02,0.86,1.32,28694
3.22,1.97,0.02,0.86,1.32,28793
3.20,1.97,0.02,0.86,1.32,28894
3.23,1.97,0.02,0.86,1.32,28993
3.20,1.96,0.02,0.84,1.23,29115
3.22,1.97,0.02,0.86,1.33,29193
3.22,1.97,0.02,0.86,1.32,29294
3.20,1.97,0.02,0.86,1.32,29393
3.22,1.96,0.02,0.86,1.32,29494
3.22,1.98,0.02,0.86,1.32,29593
3.21,1.95,0.02,0.86,1.32,29694
3.22,1.97,0.02,0.86,1.32,29793
3.20,1.96,0.02,0.86,1.32,29894
3.23,1.98,0.02,0.86,1.31,29999
3.23,1.97,0.02,0.86,1.32,30094
0.02,1.97,0.02,0.84,1.33,30193
0.01,1.96,0.02,0.82,1.35,30294
0.01,1.97,0.02,0.80,1.31,30393
0.01,1.99,0.02,0.79,1.31,30494
0.01,1.97,0.02,0.77,1.31,30593
0.01,1.99,0.02,0.77,1.30,30694
0.01,1.98,0.02,0.76,1.31,30793
0.01,1.97,0.02,0.76,1.30,30894
3.03,1.98,0.02,0.78,1.32,30993
3.18,1.96,0.02,0.80,1.31,31094
3.18,1.96,0.02,0.81,1.33,31193
3.19,1.97,0.02,0.82,1.31,31294
3.20,1.97,0.02,0.82,1.31,31393
3.18,1.98,0.02,0.83,1.31,31494
3.18,1.98,0.02,0.84,1.32,31593
3.20,1.97,0.03,0.84,1.32,31694
3.21,1.96,0.02,0.84,1.31,31793
3.21,1.97,0.02,0.84,1.31,31894
3.19,1.97,0.02,0.85,1.31,31993
3.22,1.97,0.02,0.85,1.31,32094
3.22,1.97,0.02,0.85,1.31,32193
3.22,1.97,0.02,0.85,1.31,32294
3.21,1.98,0.02,0.85,1.31,32393
3.20,1.98,0.02,0.85,1.31,32494
3.20,1.98,0.02,0.85,1.32,32593
3.19,1.97,0.02,0.85,1.32,32694
3.20,1.96,0.02,0.85,1.31,32793
3.21,1.98,0.02,0.85,1.31,32894
3.21,1.97,0.02,0.86,1.32,32993
3.20,1.97,0.02,0.85,1.31,33094
3.21,1.97,0.02,0.85,1.30,33199
3.19,1.98,0.02,0.85,1.31,33294
3.20,1.97,0.02,0.85,1.31,33393
3.21,1.97,0.02,0.85,1.31,33494
3.20,1.97,0.02,0.85,1.31,33593
3.21,1.98,0.02,0.85,1.31,33694
3.20,1.98,0.02,0.86,1.32,33793
3.21,1.97,0.02,0.85,1.31,33894
3.20,1.96,0.02,0.85,1.31,33993
3.21,1.94,0.02,0.85,1.31,34094
3.21,1.97,0.02,0.85,1.31,34193
3.19,1.97,0.02,0.83,1.20,34319
3.20,1.96,0.02,0.85,1.32,34393
3.20,1.97,0.02,0.86,1.31,34494
3.21,1.97,0.02,0.86,1.31,34593
3.21,1.97,0.02,0.85,1.31,34694
3.20,1.97,0.02,0.85,1.31,34793
3.22,1.96,0.02,0.85,1.31,34894
3.21,1.97,0.02,0.85,1.31,34993
3.21,1.96,0.02,0.85,1.31,35094
3.21,1.97,0.02,0.85,1.31,35193
3.22,1.97,0.02,0.85,1.31,35294
3.22,1.97,0.02,0.85,1.31,35393
3.20,1.96,0.02,0.85,1.31,35494
3.21,1.97,0.02,0.85,1.31,35593
3.21,1.98,0.02,0.85,1.31,35694
3.20,1.97,0.02,0.85,1.31,35793
3.21,1.96,0.02,0.85,1.30,35894
3.20,1.96,0.02,0.85,1.30,35994
3.21,1.95,0.02,0.85,1.31,36094
3.19,1.96,0.02,0.85,1.31,36193
3.21,1.98,0.02,0.85,1.30,36294
3.21,1.96,0.02,0.85,1.29,36399
3.21,1.98,0.02,0.85,1.31,36494
3.20,1.97,0.02,0.85,1.31,36593
3.22,1.95,0.02,0.85,1.31,36694
3.19,1.96,0.02,0.85,1.31,36793
3.22,1.97,0.02,0.85,1.30,36894
3.20,1.97,0.02,0.85,1.30,36993
3.20,1.99,0.02,0.85,1.31,37094
3.20,1.98,0.02,0.85,1.31,37193
3.20,1.98,0.02,0.85,1.30,37294
3.19,1.98,0.02,0.85,1.31,37393
3.18,1.97,0.02,0.85,1.31,37494
3.19,1.96,0.02,0.85,1.30,37593
3.19,1.98,0.02,0.85,1.30,37694
3.18,1.97,0.02,0.85,1.31,37793
3.19,1.97,0.02,0.85,1.30,37894
3.18,1.95,0.02,0.85,1.31,37993
3.19,1.97,0.02,0.85,1.30,38094
3.19,1.96,0.02,0.85,1.31,38193
3.20,1.97,0.02,0.85,1.30,38294
3.20,1.97,0.02,0.85,1.30,38393
3.19,1.97,0.02,0.85,1.30,38494
3.19,1.97,0.02,0.85,1.31,38593
3.20,1.97,0.02,0.85,1.30,38694
3.21,1.97,0.02,0.85,1.31,38793
3.20,1.97,0.02,0.85,1.30,38894
3.19,1.97,0.02,0.85,1.31,38993
3.20,1.97,0.03,0.85,1.30,39094
3.19,1.97,0.02,0.85,1.30,39193
3.21,1.97,0.02,0.85,1.30,39294
3.21,1.97,0.02,0.85,1.30,39393
3.20,1.97,0.02,0.85,1.30,39494
3.18,1.97,0.02,0.85,1.27,39599
3.20,1.96,0.02,0.85,1.30,39694
3.17,1.96,0.02,0.85,1.31,39793
3.18,1.97,0.02,0.85,1.30,39894
3.21,1.97,0.02,0.85,1.31,39993
3.21,1.97,0.02,0.85,1.30,40094
3.20,1.97,0.02,0.85,1.30,40193
3.21,1.97,0.02,0.85,1.30,40294
3.20,1.97,0.02,0.85,1.30,40393
3.20,1.97,0.02,0.85,1.30,40494
3.20,1.97,0.02,0.85,1.30,40593
3.19,1.97,0.02,0.85,1.30,40694
3.22,1.97,0.02,0.85,1.30,40793
3.20,1.96,0.02,0.85,1.30,40894
3.21,1.97,0.02,0.85,1.30,40993
3.21,1.97,0.02,0.85,1.30,41094
3.22,1.98,0.02,0.85,1.30,41193
3.20,1.98,0.02,0.85,1.30,41294
3.23,1.98,0.02,0.85,1.30,41393
3.20,1.97,0.02,0.85,1.29,41494
3.22,1.97,0.02,0.85,1.30,41593
3.20,1.98,0.02,0.85,1.30,41694
3.21,1.98,0.02,0.85,1.30,41794
3.20,1.97,0.02,0.85,1.30,41894
3.21,1.97,0.02,0.85,1.30,41993
3.21,1.97,0.02,0.84,1.30,42094
3.21,1.97,0.02,0.85,1.30,42193
3.20,1.97,0.02,0.85,1.30,42294
3.20,1.97,0.02,0.85,1.30,42393
3.20,1.97,0.02,0.84,1.30,42494
3.21,1.97,0.02,0.84,1.30,42593
3.21,1.97,0.02,0.84,1.30,42694
3.21,1.97,0.02,0.84,1.27,42799
3.23,1.97,0.02,0.84,1.29,42894
3.22,1.97,0.02,0.84,1.30,42993
3.23,1.97,0.02,0.84,1.30,43094
3.23,1.97,0.02,0.84,1.30,43193
3.21,1.97,0.02,0.84,1.30,43294
3.21,1.97,0.02,0.84,1.31,43393
3.21,1.97,0.02,0.84,1.30,43494
3.20,1.98,0.02,0.84,1.30,43593
3.20,1.97,0.02,0.84,1.30,43694
3.22,1.98,0.02,0.84,1.30,43793
3.22,1.97,0.02,0.84,1.30,43894
3.21,1.98,0.02,0.84,1.30,43993
3.21,1.97,0.02,0.84,1.30,44094
3.21,1.98,0.02,0.84,1.29,44209
3.21,1.98,0.02,0.84,1.30,44294
3.22,1.97,0.02,0.84,1.30,44393
3.21,1.96,0.02,0.84,1.29,44494
3.20,1.98,0.02,0.84,1.29,44593
3.21,1.96,0.02,0.84,1.30,44694
3.19,1.97,0.02,0.84,1.30,44793
3.22,1.97,0.02,0.84,1.30,44894
3.20,1.97,0.02,0.84,1.30,44993
3.21,1.98,0.02,0.84,1.29,45094
3.22,1.96,0.02,0.84,1.30,45193
3.21,1.98,0.02,0.84,1.29,45294
3.23,1.97,0.02,0.84,1.29,45393
3.21,1.98,0.02,0.84,1.29,45494
3.19,1.96,0.02,0.84,1.30,45593
3.21,1.97,0.02,0.84,1.30,45694
3.20,1.97,0.02,0.84,1.30,45793
3.22,1.97,0.02,0.84,1.29,45894
3.21,1.97,0.02,0.84,1.27,45999
3.22,1.97,0.02,0.84,1.30,46094
3.21,1.98,0.02,0.84,1.29,46193
3.21,1.97,0.02,0.84,1.29,46302
3.21,1.98,0.02,0.84,1.29,46393
3.20,1.95,0.02,0.84,1.30,46494
3.21,1.97,0.02,0.84,1.30,46593
3.22,1.99,0.02,0.84,1.29,46694
3.21,1.93,0.02,0.84,1.29,46793
3.21,1.98,0.02,0.84,1.28,46894
3.22,1.98,0.02,0.84,1.30,46993
3.21,1.97,0.02,0.84,1.29,47094
3.20,1.97,0.02,0.84,1.29,47193
3.22,1.97,0.02,0.84,1.29,47294
3.21,1.98,0.02,0.84,1.30,47393
3.21,1.97,0.02,0.84,1.30,47494
3.22,1.97,0.02,0.84,1.29,47593
3.22,1.98,0.02,0.84,1.29,47694
3.21,1.98,0.02,0.84,1.29,47793
3.20,1.98,0.02,0.84,1.29,47894
3.20,1.97,0.02,0.84,1.30,47993
3.21,1.98,0.02,0.84,1.28,48094
3.22,1.97,0.02,0.84,1.30,48193
3.21,1.98,0.02,0.84,1.30,48294
3.21,1.97,0.02,0.84,1.28,48393
3.20,1.97,0.02,0.84,1.28,48494
3.21,1.97,0.02,0.84,1.30,48593
3.22,1.97,0.02,0.84,1.28,48694
3.20,1.98,0.02,0.84,1.30,48793
3.20,1.96,0.02,0.84,1.29,48894
3.21,1.96,0.02,0.84,1.29,48993
3.22,1.97,0.02,0.84,1.28,49094
3.22,1.97,0.02,0.84,1.27,49205
3.20,1.97,0.02,0.84,1.29,49294
3.22,1.97,0.02,0.84,1.28,49393
3.21,1.97,0.02,0.84,1.28,49494
3.20,1.97,0.02,0.84,1.28,49593
3.21,1.97,0.02,0.84,1.30,49694
3.19,1.97,0.02,0.84,1.29,49793
3.22,1.97,0.02,0.84,1.29,49894
3.22,1.97,0.02,0.84,1.28,49993
3.21,1.98,0.02,0.84,1.28,50094
3.21,1.97,0.02,0.83,1.28,50193
3.19,1.97,0.02,0.84,1.27,50294
3.20,1.97,0.02,0.83,1.28,50393
3.22,1.97,0.02,0.83,1.27,50494
3.20,1.97,0.02,0.83,1.28,50593
3.20,1.97,0.02,0.84,1.27,50694
3.19,1.97,0.02,0.83,1.29,50793
3.21,1.97,0.02,0.83,1.27,50894
3.19,1.97,0.02,0.83,1.28,50993
3.21,1.98,0.02,0.83,1.27,51094
3.20,1.98,0.02,0.83,1.28,51193
3.20,1.97,0.02,0.83,1.28,51294
3.21,1.98,0.02,0.83,1.28,51393
3.20,1.98,0.02,0.83,1.27,51494
3.21,1.97,0.02,0.83,1.27,51593
3.21,1.90,0.02,0.83,1.27,51694
3.21,1.96,0.02,0.83,1.28,51793
3.21,1.97,0.02,0.82,1.27,51894
3.21,1.99,0.02,0.83,1.27,51993
3.21,1.97,0.02,0.83,1.27,52094
3.20,1.97,0.02,0.83,1.27,52193
3.21,1.97,0.02,0.83,1.27,52294
3.22,1.97,0.02,0.82,1.25,52399
3.21,1.97,0.02,0.83,1.27,52494
3.21,1.98,0.02,0.83,1.28,52593
3.23,1.98,0.02,0.83,1.27,52694
3.22,1.98,0.02,0.83,1.27,52793
3.21,1.97,0.02,0.83,1.26,52894
3.21,1.97,0.02,0.83,1.28,52993
3.22,1.97,0.02,0.83,1.27,53094
3.21,1.97,0.02,0.83,1.27,53193
3.21,1.97,0.02,0.83,1.27,53294
3.21,1.97,0.02,0.83,1.27,53393
3.19,1.97,0.02,0.83,1.27,53494
3.20,1.97,0.02,0.83,1.27,53593
3.21,1.97,0.02,0.83,1.27,53694
3.20,1.97,0.02,0.83,1.27,53793
3.20,1.98,0.02,0.82,1.27,53894
3.21,1.97,0.02,0.83,1.27,53993
3.20,1.97,0.02,0.83,1.27,54094
3.22,1.98,0.02,0.83,1.27,54193
3.22,1.97,0.02,0.83,1.27,54294
3.23,1.97,0.02,0.83,1.27,54393
3.21,1.97,0.02,0.83,1.27,54494
3.20,1.97,0.02,0.83,1.27,54593
3.21,1.98,0.02,0.82,1.27,54694
3.23,1.96,0.02,0.83,1.27,54793
3.20,1.96,0.02,0.83,1.27,54894
3.19,1.96,0.02,0.82,1.27,54993
3.21,1.97,0.02,0.82,1.26,55094
3.21,1.97,0.02,0.82,1.27,55193
3.20,1.97,0.02,0.83,1.27,55294
3.20,1.98,0.02,0.83,1.27,55393
3.20,1.98,0.02,0.83,1.27,55494
3.21,1.98,0.02,0.82,1.26,55599
3.22,1.98,0.02,0.82,1.27,55694
3.21,1.99,0.02,0.83,1.27,55793
3.22,1.97,0.02,0.82,1.26,55894
3.22,1.93,0.02,0.83,1.27,55993
3.21,1.97,0.02,0.83,1.26,56094
3.21,1.96,0.02,0.83,1.27,56193
3.21,1.99,0.02,0.81,1.21,56305
3.21,1.97,0.02,0.83,1.27,56393
3.19,1.98,0.02,0.82,1.27,56494
3.21,1.97,0.02,0.83,1.27,56593
3.21,1.97,0.02,0.83,1.27,56694
3.21,1.97,0.02,0.83,1.27,56793
3.20,1.98,0.02,0.83,1.27,56894
3.20,1.97,0.02,0.82,1.27,56993
3.20,1.97,0.02,0.82,1.26,57094
3.18,1.96,0.02,0.82,1.27,57193
3.20,1.98,0.02,0.82,1.26,57294
3.21,1.97,0.02,0.82,1.27,57393
3.22,1.96,0.02,0.82,1.26,57494
3.21,1.99,0.02,0.82,1.26,57593
3.21,1.98,0.02,0.82,1.27,57694
3.21,1.97,0.02,0.83,1.27,57793
3.21,1.98,0.02,0.82,1.27,57894
3.21,1.97,0.02,0.82,1.27,57993
3.21,1.96,0.02,0.82,1.27,58094
3.20,1.94,0.02,0.82,1.27,58193
3.20,1.93,0.02,0.82,1.26,58294
3.21,1.94,0.02,0.81,1.23,58401
3.21,1.95,0.02,0.82,1.26,58494
3.21,1.91,0.02,0.82,1.27,58593
3.19,1.97,0.02,0.82,1.27,58694
3.20,1.97,0.02,0.82,1.25,58799
3.20,1.99,0.02,0.82,1.26,58894
3.20,1.96,0.02,0.82,1.27,58993
3.20,1.95,0.02,0.82,1.27,59094
3.21,1.96,0.02,0.82,1.27,59193
3.21,1.97,0.02,0.82,1.27,59294
3.20,1.97,0.02,0.82,1.26,59393
3.20,1.97,0.02,0.82,1.26,59494
3.21,1.97,0.02,0.82,1.26,59593
3.21,1.98,0.02,0.81,1.27,59694
3.20,1.97,0.02,0.81,1.26,59793
3.22,1.96,0.02,0.81,1.26,59894
3.21,1.98,0.02,0.81,1.26,59993
3.19,1.99,0.02,0.81,1.27,60094
3.19,1.98,0.02,0.81,1.26,60193
3.20,1.98,0.02,0.81,1.26,60294
3.19,1.98,0.02,0.81,1.26,60393
3.23,1.98,0.03,0.80,1.20,60505
3.21,1.97,0.02,0.81,1.26,60593
3.20,1.98,0.02,0.81,1.26,60694
3.21,1.98,0.02,0.82,1.26,60793
3.20,1.97,0.02,0.81,1.27,60894
3.20,1.98,0.02,0.81,1.26,60993
3.21,1.98,0.02,0.81,1.26,61094
3.21,1.97,0.02,0.82,1.27,61193
3.21,1.97,0.02,0.81,1.26,61294
3.19,1.97,0.02,0.81,1.26,61393
3.21,1.97,0.02,0.81,1.26,61494
3.19,1.98,0.02,0.81,1.26,61594
3.22,1.97,0.02,0.81,1.26,61694
3.20,1.97,0.02,0.81,1.27,61793
3.20,1.97,0.02,0.81,1.26,61894
3.19,1.97,0.02,0.81,1.25,61999
3.21,1.97,0.02,0.82,1.27,62094
3.22,1.97,0.02,0.82,1.26,62193
3.20,1.98,0.02,0.81,1.27,62294
3.20,1.98,0.02,0.81,1.26,62393
3.20,1.98,0.02,0.81,1.26,62494
3.19,1.98,0.02,0.81,1.26,62593
3.20,1.97,0.02,0.81,1.27,62694
3.20,1.98,0.02,0.81,1.27,62793
3.21,1.97,0.02,0.81,1.25,62894
3.20,1.97,0.02,0.82,1.26,62993
3.19,1.97,0.02,0.81,1.26,63094
3.20,1.98,0.02,0.81,1.27,63193
3.21,1.98,0.02,0.81,1.25,63294
3.21,1.98,0.02,0.80,1.19,63409
3.22,1.98,0.03,0.82,1.27,63494
3.20,1.97,0.02,0.81,1.26,63593
3.21,1.97,0.02,0.81,1.26,63694
3.20,1.97,0.02,0.82,1.27,63793
3.22,1.97,0.02,0.81,1.26,63894
3.21,1.97,0.02,0.81,1.27,63993
3.19,1.97,0.02,0.81,1.27,64094
3.21,1.97,0.02,0.81,1.26,64193
3.19,1.98,0.02,0.81,1.25,64294
3.21,1.98,0.02,0.81,1.27,64393
3.20,1.98,0.02,0.81,1.27,64494
3.21,1.97,0.02,0.81,1.25,64593
3.21,1.97,0.02,0.81,1.26,64694
3.20,1.97,0.02,0.81,1.27,64793
3.20,1.97,0.02,0.81,1.26,64894
3.22,1.97,0.02,0.81,1.27,64993
3.21,1.97,0.02,0.81,1.26,65094
3.19,1.98,0.02,0.81,1.25,65199
3.22,1.97,0.02,0.81,1.25,65294
3.21,1.97,0.02,0.81,1.26,65393
3.20,1.97,0.02,0.81,1.25,65494
3.20,1.98,0.02,0.81,1.26,65593
3.20,1.97,0.02,0.81,1.25,65694
3.21,1.98,0.02,0.81,1.26,65793
3.22,1.98,0.03,0.81,1.26,65894
3.20,1.97,0.02,0.81,1.26,65993
3.22,1.98,0.02,0.81,1.25,66094
3.21,1.98,0.02,0.81,1.26,66193
3.20,1.97,0.02,0.81,1.26,66294
3.22,1.98,0.02,0.81,1.26,66393
3.21,1.98,0.02,0.81,1.26,66494
3.21,1.98,0.02,0.81,1.26,66593
3.20,1.98,0.02,0.81,1.26,66694
3.20,1.97,0.02,0.81,1.25,66801
3.20,1.97,0.02,0.81,1.26,66894
3.20,1.98,0.02,0.81,1.26,66993
3.22,1.98,0.03,0.81,1.26,67094
3.21,1.98,0.03,0.81,1.26,67193
3.22,1.97,0.02,0.81,1.26,67294
3.20,1.97,0.02,0.81,1.26,67393
3.21,1.97,0.02,0.81,1.25,67494
3.20,1.98,0.02,0.81,1.26,67593
3.20,1.98,0.02,0.81,1.26,67694
3.21,1.98,0.02,0.81,1.26,67793
3.22,1.98,0.02,0.81,1.26,67894
3.21,1.98,0.02,0.81,1.26,67993
3.21,1.97,0.02,0.81,1.25,68094
3.21,1.98,0.02,0.81,1.26,68193
3.23,1.98,0.02,0.81,1.26,68294
3.21,1.98,0.02,0.81,1.25,68399
3.21,1.98,0.02,0.81,1.25,68494
3.20,1.98,0.02,0.81,1.26,68593
3.21,1.98,0.02,0.81,1.25,68694
3.21,1.99,0.02,0.81,1.26,68793
3.22,1.97,0.02,0.81,1.25,68894
3.21,1.98,0.02,0.82,1.26,68993
3.21,1.98,0.02,0.81,1.25,69094
3.20,1.98,0.02,0.81,1.26,69193
3.21,1.97,0.02,0.81,1.26,69294
3.21,1.97,0.02,0.81,1.25,69393
3.21,1.98,0.02,0.81,1.26,69494
3.21,1.98,0.02,0.81,1.26,69593
3.21,1.98,0.02,0.81,1.26,69694
3.20,1.98,0.02,0.81,1.26,69793
3.19,1.98,0.03,0.81,1.26,69894
3.20,1.98,0.02,0.81,1.26,69993
3.21,1.98,0.02,0.81,1.26,70094
3.21,1.98,0.02,0.81,1.26,70193
3.20,1.98,0.02,0.81,1.25,70294
3.22,1.98,0.02,0.81,1.26,70394
3.22,1.97,0.03,0.81,1.26,70494
3.23,1.97,0.02,0.81,1.26,70593
3.21,1.98,0.02,0.81,1.25,70694
3.21,1.98,0.02,0.81,1.26,70793
3.21,1.98,0.02,0.81,1.25,70894
